tconst,startYear,runtimeMinutes
tt14060094,2022,104.0
tt14060232,2022,97.0
tt14079374,2021,101.0
tt14088510,2024,92.0
tt14091818,2021,142.0
tt14097180,2022,106.0
tt14097206,2023,108.0
tt14099334,2022,156.0
tt14107334,2025,133.0
tt14107554,2022,125.0
tt14109724,2022,104.0
tt14111734,2021,100.0
tt14114802,2022,105.0
tt14121726,2022,88.0
tt14123284,2025,107.0
tt14124080,2023,96.0
tt1412528,2017,87.0
tt14128670,2022,89.0
tt1413492,2018,130.0
tt14138650,2022,128.0
tt14142060,2025,109.0
tt14145426,2022,87.0
tt14145436,2023,87.0
tt14147224,2022,96.0
tt14152140,2022,133.0
tt14152756,2021,89.0
tt14153080,2023,128.0
tt14158554,2022,96.0
tt14160834,2023,106.0
tt14168118,2021,93.0
tt14174940,2022,99.0
tt14176542,2022,159.0
tt14179942,2022,105.0
tt14181816,2023,99.0
tt14182646,2022,177.0
tt14186876,2024,106.0
tt14188930,2022,138.0
tt14199590,2021,96.0
tt14205554,2025,95.0
tt14208870,2022,151.0
tt14209560,2022,130.0
tt14209618,2025,165.0
tt14209916,2023,95.0
tt14217100,2021,106.0
tt14225838,2023,121.0
tt14227048,2023,106.0
tt14230388,2023,105.0
tt14230458,2023,141.0
tt14253846,2022,97.0
tt14257582,2024,108.0
tt14260836,2024,135.0
tt14263856,2022,88.0
tt14270702,2023,156.0
tt14279982,2022,150.0
tt14295590,2023,144.0
tt14298328,2022,110.0
tt14301252,2022,88.0
tt14308636,2023,107.0
tt14309446,2022,101.0
tt1431045,2016,108.0
tt14315500,2021,96.0
tt14315584,2021,112.0
tt14315756,2021,99.0
tt14317880,2022,112.0
tt14318430,2021,83.0
tt14324650,2021,85.0
tt14331144,2021,112.0
tt14339846,2023,107.0
tt14349032,2022,106.0
tt14351082,2024,142.0
tt14362112,2023,91.0
tt14364480,2025,144.0
tt14369780,2022,126.0
tt14371860,2024,107.0
tt14371878,2024,107.0
tt14376344,2022,107.0
tt14400246,2023,112.0
tt14402146,2022,115.0
tt14402926,2021,87.0
tt14403504,2025,93.0
tt14405338,2021,88.0
tt14407336,2023,146.0
tt14407884,2023,176.0
tt14412366,2022,105.0
tt14412446,2022,99.0
tt14415204,2024,101.0
tt14416430,2024,87.0
tt14418234,2021,110.0
tt14428598,2022,119.0
tt14438964,2022,130.0
tt14439896,2022,124.0
tt14444726,2022,158.0
tt14454876,2023,100.0
tt14456350,2022,103.0
tt14458442,2022,123.0
tt14463484,2022,116.0
tt14465706,2022,98.0
tt14465894,2022,95.0
tt14466284,2024,105.0
tt14472156,2023,96.0
tt14479746,2022,108.0
tt14486678,2022,97.0
tt1448754,2023,106.0
tt14500584,2020,70.0
tt14502344,2022,104.0
tt14506528,2022,106.0
tt14509110,2023,93.0
tt14512538,2021,119.0
tt14513804,2025,118.0
tt14526318,2022,166.0
tt14527836,2021,99.0
tt14536120,2024,156.0
tt14537248,2023,97.0
tt14539318,2024,97.0
tt14539740,2024,115.0
tt14539744,2021,92.0
tt14542254,2022,106.0
tt14549466,2022,107.0
tt14550642,2022,94.0
tt14557188,2022,92.0
tt14561712,2023,131.0
tt14564000,2024,159.0
tt14570440,2023,125.0
tt14577300,2021,99.0
tt14577874,2024,103.0
tt1458169,2017,95.0
tt14592064,2022,95.0
tt14592948,2022,104.0
tt14596320,2022,104.0
tt14598754,2021,145.0
tt14614892,2022,100.0
tt1462759,2022,105.0
tt1462764,2023,154.0
tt14633464,2023,112.0
tt14640242,2021,92.0
tt14641542,2022,147.0
tt14641788,2022,129.0
tt14642626,2022,83.0
tt1464335,2022,116.0
tt14647404,2023,118.0
tt1464763,2018,126.0
tt14656632,2022,92.0
tt14668630,2022,106.0
tt14682800,2023,110.0
tt14686544,2022,92.0
tt14687418,2023,100.0
tt1468846,2016,83.0
tt1469304,2017,116.0
tt14714980,2022,94.0
tt14715170,2022,93.0
tt14723224,2021,125.0
tt1472584,2016,92.0
tt14729020,2023,90.0
tt14731142,2021,106.0
tt14731254,2021,109.0
tt1473832,2016,123.0
tt14753612,2024,176.0
tt14757872,2021,103.0
tt1476425,2016,90.0
tt14764464,2024,100.0
tt14775784,2021,116.0
tt1477834,2018,143.0
tt14781036,2023,105.0
tt14781176,2021,115.0
tt1478839,2019,109.0
tt14807348,2022,115.0
tt14810692,2021,121.0
tt14812782,2021,93.0
tt14813212,2022,109.0
tt14813966,2022,105.0
tt14814040,2022,100.0
tt14817272,2022,89.0
tt14821150,2021,142.0
tt14824590,2022,104.0
tt14824600,2024,134.0
tt14826022,2023,117.0
tt14827638,2023,103.0
tt14833464,2024,105.0
tt14846026,2022,91.0
tt14849194,2023,133.0
tt14852624,2023,93.0
tt14855468,2024,91.0
tt14856980,2024,118.0
tt14857528,2024,91.0
tt14857730,2022,90.0
tt1485796,2017,105.0
tt14858658,2024,102.0
tt14859416,2022,129.0
tt14865406,2023,84.0
tt14867006,2021,103.0
tt14875116,2022,159.0
tt14878948,2021,95.0
tt14883538,2025,88.0
tt1488589,2022,117.0
tt1488606,2019,125.0
tt14888860,2019,105.0
tt14888874,2020,138.0
tt14895206,2022,107.0
tt14895716,2022,116.0
tt1489887,2019,102.0
tt1489889,2016,107.0
tt14900738,2022,89.0
tt14901058,2021,80.0
tt14905650,2021,83.0
tt14905854,2025,125.0
tt1490785,2015,123.0
tt14913282,2022,99.0
tt14914430,2024,97.0
tt14914988,2023,146.0
tt14915198,2022,146.0
tt14923008,2022,92.0
tt14923112,2021,100.0
tt14923260,2023,95.0
tt1493274,2025,107.0
tt14948432,2024,123.0
tt14960612,2023,94.0
tt14961016,2024,137.0
tt14961624,2025,107.0
tt14966898,2023,93.0
tt14967472,2022,100.0
tt14967618,2022,104.0
tt14986012,2022,163.0
tt14992922,2022,114.0
tt14993250,2023,168.0
tt14993352,2023,91.0
tt14998742,2023,133.0
tt14999684,2024,91.0
tt15000156,2023,121.0
tt15004156,2021,110.0
tt15006566,2022,137.0
tt15009428,2024,139.0
tt15010692,2024,89.0
tt1502397,2020,124.0
tt1502407,2018,106.0
tt1502712,2015,100.0
tt15033192,2022,92.0
tt15036416,2021,96.0
tt15041836,2024,93.0
tt15042300,2024,119.0
tt15048606,2022,124.0
tt15048614,2022,127.0
tt15073166,2023,117.0
tt15078804,2023,104.0
tt15083184,2022,110.0
tt15090124,2021,83.0
tt15096128,2022,93.0
tt15097216,2021,164.0
tt15097358,2025,150.0
tt15109082,2022,95.0
tt15115280,2021,82.0
tt15128068,2022,129.0
tt15134398,2023,174.0
tt15140278,2023,93.0
tt15145764,2022,124.0
tt15153532,2023,93.0
tt15163652,2023,146.0
tt1517268,2023,114.0
tt15174116,2021,80.0
tt1517451,2018,136.0
tt15181064,2024,116.0
tt15181326,2025,104.0
tt15189534,2022,97.0
tt15193162,2022,134.0
tt1519461,2015,91.0
tt15198608,2021,87.0
tt15206378,2021,82.0
tt15210256,2023,110.0
tt15215512,2022,101.0
tt15218000,2022,105.0
tt15220066,2025,93.0
tt15229674,2022,90.0
tt15239678,2024,166.0
tt15242330,2022,124.0
tt15245240,2023,107.0
tt15245268,2024,99.0
tt1524575,2015,91.0
tt1524930,2015,99.0
tt15251536,2022,136.0
tt15255288,2023,89.0
tt15255876,2022,97.0
tt15257160,2023,123.0
tt15257644,2022,127.0
tt15260176,2024,153.0
tt15268244,2023,95.0
tt1527793,2025,139.0
tt15281402,2023,155.0
tt15281656,2023,80.0
tt15281704,2023,109.0
tt15282148,2023,98.0
tt1528854,2015,96.0
tt15289240,2022,89.0
tt15301048,2022,140.0
tt15302222,2023,144.0
tt15309708,2022,173.0
tt15314262,2024,105.0
tt15315164,2022,134.0
tt15325794,2022,107.0
tt15326988,2023,117.0
tt15327088,2022,148.0
tt15333984,2023,106.0
tt15334030,2024,147.0
tt15334032,2022,105.0
tt15334430,2023,95.0
tt15334488,2023,93.0
tt15338966,2024,90.0
tt15339456,2021,90.0
tt15339570,2023,124.0
tt15340724,2022,119.0
tt15341106,2023,123.0
tt15342244,2022,111.0
tt15351980,2023,106.0
tt15352542,2024,91.0
tt15353964,2022,84.0
tt15354916,2023,169.0
tt15361028,2022,126.0
tt15364972,2022,96.0
tt1536537,2017,123.0
tt15373868,2023,163.0
tt15374070,2022,106.0
tt15376894,2022,122.0
tt15380500,2024,125.0
tt15380608,2024,158.0
tt15380630,2023,163.0
tt15387190,2023,170.0
tt15391770,2022,106.0
tt15392282,2024,144.0
tt15398776,2023,180.0
tt1540011,2016,89.0
tt15416342,2025,200.0
tt15419420,2022,91.0
tt15422224,2023,93.0
tt15426294,2022,90.0
tt1542768,2016,98.0
tt15427934,2024,105.0
tt15427980,2023,139.0
tt15428134,2023,160.0
tt15428940,2023,87.0
tt15430628,2023,126.0
tt15433600,2023,157.0
tt15433956,2024,158.0
tt15434074,2023,135.0
tt15440322,2023,156.0
tt15441054,2023,170.0
tt15445056,2022,99.0
tt1544608,2017,94.0
tt15452062,2022,126.0
tt1545304,2020,105.0
tt15463032,2022,114.0
tt15464390,2023,150.0
tt15469820,2021,93.0
tt15471560,2022,77.0
tt15474916,2022,115.0
tt15477504,2022,105.0
tt15479902,2022,90.0
tt15486810,2023,141.0
tt15488088,2022,85.0
tt15494038,2022,119.0
tt15495150,2025,91.0
tt15501640,2022,140.0
tt15507512,2024,127.0
tt15509244,2023,103.0
tt15509506,2025,135.0
tt15514498,2025,106.0
tt15516226,2023,116.0
tt15516726,2023,148.0
tt15521050,2022,110.0
tt1552211,2020,148.0
tt15546822,2022,128.0
tt15552142,2024,103.0
tt15553956,2022,117.0
tt15554886,2023,126.0
tt15560626,2022,105.0
tt15566126,2022,110.0
tt15574270,2024,100.0
tt15575470,2022,122.0
tt15576290,2024,140.0
tt15576460,2023,132.0
tt15600222,2022,130.0
tt1560220,2019,99.0
tt1563742,2018,112.0
tt1564777,2016,91.0
tt15654262,2022,135.0
tt15654328,2023,164.0
tt15655276,2021,96.0
tt15671028,2023,103.0
tt15676664,2022,100.0
tt15678738,2025,109.0
tt15679400,2023,100.0
tt15680228,2023,124.0
tt15683734,2023,99.0
tt15685876,2022,144.0
tt15710136,2022,135.0
tt1571234,2018,128.0
tt15717242,2023,116.0
tt15732324,2023,156.0
tt15744298,2023,108.0
tt15748830,2023,139.0
tt15767808,2023,117.0
tt15768848,2023,110.0
tt15771916,2023,93.0
tt15782690,2023,106.0
tt15789038,2023,101.0
tt15789472,2023,109.0
tt15789492,2023,96.0
tt15791034,2022,102.0
tt15799524,2025,128.0
tt15799866,2023,104.0
tt15807910,2022,104.0
tt15823728,2024,92.0
tt15824322,2022,89.0
tt15837338,2023,88.0
tt15837458,2022,96.0
tt15838850,2022,106.0
tt15850662,2021,125.0
tt1588878,2016,90.0
tt15893750,2023,82.0
tt1590193,2018,104.0
tt15939198,2024,120.0
tt15944428,2023,135.0
tt1594972,2016,90.0
tt1596342,2022,119.0
tt1596363,2015,130.0
tt15964372,2022,138.0
tt15978956,2022,105.0
tt15979666,2023,141.0
tt15980138,2024,133.0
tt1598642,2015,98.0
tt16077702,2022,131.0
tt1608290,2016,101.0
tt16085592,2022,97.0
tt1609486,2024,90.0
tt1610525,2016,98.0
tt16118524,2023,175.0
tt16118722,2022,135.0
tt16127696,2023,92.0
tt16139258,2024,130.0
tt1615160,2017,113.0
tt1617661,2015,127.0
tt16183464,2022,115.0
tt1618434,2019,97.0
tt1618442,2015,106.0
tt1618448,2015,90.0
tt1619029,2016,100.0
tt1620680,2018,109.0
tt1620935,2016,117.0
tt1620981,2019,86.0
tt16227014,2022,98.0
tt16227342,2024,139.0
tt16233952,2022,87.0
tt16252698,2023,91.0
tt16253418,2024,90.0
tt16277242,2023,144.0
tt16280138,2023,112.0
tt16280912,2024,93.0
tt1628841,2016,120.0
tt1629242,2015,91.0
tt1630029,2022,192.0
tt16300962,2023,99.0
tt16302202,2022,96.0
tt16304446,2023,113.0
tt16311594,2025,155.0
tt1633359,2023,102.0
tt1634106,2020,109.0
tt16360006,2022,100.0
tt16366836,2024,110.0
tt16377862,2022,97.0
tt1638355,2015,116.0
tt1639084,2016,111.0
tt16419074,2023,111.0
tt16425284,2023,110.0
tt16426418,2024,131.0
tt16428256,2022,122.0
tt16431330,2024,96.0
tt16431870,2023,118.0
tt16431966,2023,94.0
tt16437278,2023,100.0
tt1648186,2019,112.0
tt1648190,2017,95.0
tt16491324,2022,98.0
tt16491560,2024,94.0
tt16492636,2021,103.0
tt16492678,2021,87.0
tt1649418,2022,122.0
tt16496386,2023,93.0
tt1653665,2017,107.0
tt16539454,2024,201.0
tt1655389,2022,167.0
tt1655441,2015,112.0
tt1655461,2016,86.0
tt1656177,2020,125.0
tt16565742,2023,128.0
tt1657517,2019,113.0
tt1658801,2015,103.0
tt1659619,2016,122.0
tt1660648,2024,113.0
tt16606592,2023,128.0
tt1661199,2015,105.0
tt1661275,2016,117.0
tt1663202,2015,156.0
tt1663655,2015,86.0
tt1666185,2017,139.0
tt1666801,2015,101.0
tt1667321,2017,110.0
tt1667354,2019,169.0
tt16747572,2021,56.0
tt1674771,2015,104.0
tt1674782,2025,94.0
tt1677720,2018,140.0
tt1679335,2016,92.0
tt1683048,2015,110.0
tt1684562,2024,126.0
tt16900880,2023,137.0
tt1691152,2016,88.0
tt16915972,2022,119.0
tt1691916,2017,98.0
tt1694021,2015,94.0
tt16953666,2022,115.0
tt1695843,2023,123.0
tt1697800,2021,92.0
tt1699518,2017,118.0
tt17007120,2023,110.0
tt1700841,2016,89.0
tt17009348,2023,115.0
tt17009710,2023,151.0
tt17023012,2025,95.0
tt17024450,2023,109.0
tt1703957,2016,104.0
tt17041964,2022,99.0
tt1707380,2015,118.0
tt17076046,2022,108.0
tt1708135,2015,114.0
tt1711525,2016,105.0
tt1712192,2016,102.0
tt1712261,2016,115.0
tt1713440,2016,123.0
tt1714917,2016,108.0
tt1714918,2025,92.0
tt17163970,2024,82.0
tt1718924,2016,108.0
tt17196124,2022,101.0
tt17219484,2023,91.0
tt17220704,2022,98.0
tt1723808,2024,141.0
tt1724970,2017,106.0
tt1726252,2015,98.0
tt17277414,2023,117.0
tt1727770,2015,85.0
tt1727776,2015,93.0
tt1727824,2018,134.0
tt17279496,2024,109.0
tt1730768,2017,127.0
tt1731701,2015,96.0
tt1734493,2017,98.0
tt17351924,2023,131.0
tt1735907,2015,87.0
tt17382524,2022,85.0
tt1741273,2015,111.0
tt1745960,2022,130.0
tt17489650,2025,95.0
tt17491040,2022,126.0
tt17505010,2024,181.0
tt17521612,2023,98.0
tt17526714,2024,141.0
tt17527468,2023,91.0
tt1753383,2017,100.0
tt1754656,2015,108.0
tt1754700,2022,97.0
tt1757678,2025,197.0
tt1758810,2017,119.0
tt17592606,2022,121.0
tt1759744,2018,110.0
tt17632818,2022,153.0
tt17663876,2023,100.0
tt17663992,2023,122.0
tt17676734,2023,107.0
tt17677434,2024,116.0
tt17679584,2022,122.0
tt1772288,2015,106.0
tt1773753,2018,98.0
tt1774591,2016,88.0
tt1777606,2022,95.0
tt1780967,2019,102.0
tt1781058,2017,94.0
tt1781827,2016,111.0
tt1781922,2015,103.0
tt1785635,2017,91.0
tt1790809,2017,129.0
tt1798603,2016,92.0
tt1798632,2022,94.0
tt1798684,2015,124.0
tt1799516,2018,87.0
tt1800302,2016,120.0
tt1801552,2018,112.0
tt1806913,2017,140.0
tt18069420,2025,89.0
tt18072316,2024,163.0
tt18073328,2023,98.0
tt18079362,2023,98.0
tt18082758,2022,87.0
tt18083578,2023,99.0
tt1810683,2015,106.0
tt18108824,2024,119.0
tt18162096,2023,163.0
tt1817232,2020,86.0
tt1817771,2015,92.0
tt18224610,2022,88.0
tt1823672,2015,120.0
tt1825683,2018,134.0
tt18257464,2023,104.0
tt18259086,2024,110.0
tt18260564,2023,89.0
tt18266472,2023,139.0
tt18272208,2024,104.0
tt18298588,2022,94.0
tt1830643,2020,94.0
tt18312380,2025,133.0
tt1833116,2019,113.0
tt18353064,2023,112.0
tt18363072,2023,91.0
tt1837562,2015,97.0
tt18376122,2023,112.0
tt1837636,2015,128.0
tt18382850,2025,113.0
tt1838556,2020,99.0
tt18392014,2025,125.0
tt18394190,2023,104.0
tt18394610,2023,113.0
tt18411490,2023,155.0
tt18412256,2024,119.0
tt18413766,2023,115.0
tt1841642,2015,83.0
tt1843303,2018,75.0
tt1846589,2018,121.0
tt1850457,2015,118.0
tt18550140,2022,118.0
tt18550182,2022,125.0
tt18555320,2022,128.0
tt18559464,2024,89.0
tt18559904,2023,135.0
tt1856080,2023,123.0
tt1856101,2017,164.0
tt18561380,2022,48.0
tt18561736,2023,112.0
tt18568902,2022,134.0
tt1860213,2016,102.0
tt1860242,2019,132.0
tt1860357,2016,107.0
tt18687124,2022,195.0
tt1869347,2017,115.0
tt18747542,2023,109.0
tt1877830,2022,176.0
tt1878841,2016,92.0
tt1878870,2016,104.0
tt1879016,2021,128.0
tt1880399,2017,105.0
tt1881002,2015,95.0
tt18816518,2022,97.0
tt1883367,2015,102.0
tt1890363,2016,114.0
tt18924506,2022,89.0
tt18925334,2022,103.0
tt18926098,2025,154.0
tt1893273,2021,110.0
tt18939362,2025,114.0
tt18951176,2023,131.0
tt1895315,2016,148.0
tt1895587,2015,129.0
tt1896747,2024,132.0
tt18968540,2022,110.0
tt18973958,2023,85.0
tt1901024,2016,92.0
tt19034332,2022,101.0
tt19034522,2022,88.0
tt19175696,2023,91.0
tt1918734,2020,114.0
tt1920885,2016,100.0
tt19223248,2023,108.0
tt1924245,2021,104.0
tt19244260,2024,111.0
tt19246408,2023,120.0
tt19289040,2022,126.0
tt1935194,2017,93.0
tt19356262,2024,84.0
tt1935859,2016,127.0
tt1935897,2017,87.0
tt19403516,2025,80.0
tt19406606,2023,115.0
tt1945044,2015,91.0
tt1945228,2016,90.0
tt1946502,2019,87.0
tt19465630,2022,111.0
tt19500164,2023,101.0
tt1950186,2019,152.0
tt1950235,2019,92.0
tt1951266,2015,137.0
tt1959563,2017,118.0
tt1961175,2017,111.0
tt19623228,2022,143.0
tt19623240,2023,84.0
tt19637052,2024,104.0
tt19637278,2023,92.0
tt19637852,2022,95.0
tt1964418,2015,130.0
tt19652910,2022,88.0
tt1965308,2020,165.0
tt19653180,2022,165.0
tt1966359,2017,113.0
tt1967614,2016,120.0
tt19704542,2024,99.0
tt19704638,2022,97.0
tt19705884,2022,76.0
tt19712072,2023,150.0
tt19713090,2022,95.0
tt19719836,2022,119.0
tt19719976,2022,126.0
tt19724142,2022,91.0
tt1972591,2017,126.0
tt1974419,2016,117.0
tt1974420,2016,127.0
tt19755170,2023,137.0
tt19759204,2022,133.0
tt19760052,2023,135.0
tt1976009,2015,110.0
tt19770238,2022,102.0
tt19783714,2022,110.0
tt19783734,2024,90.0
tt1979376,2019,100.0
tt1979388,2015,93.0
tt19811010,2024,103.0
tt1981128,2017,111.0
tt19838608,2022,118.0
tt19838634,2024,150.0
tt19847976,2025,137.0
tt19848268,2023,92.0
tt19853258,2023,95.0
tt19853698,2024,91.0
tt19857862,2024,135.0
tt19858164,2023,93.0
tt1985949,2016,97.0
tt19861162,2024,116.0
tt1986202,2015,89.0
tt19862722,2024,93.0
tt19864802,2024,113.0
tt19864828,2023,103.0
tt19864832,2024,139.0
tt1987680,2017,126.0
tt19883634,2023,113.0
tt19886242,2022,150.0
tt19887550,2023,100.0
tt19890316,2023,103.0
tt1995390,2016,108.0
tt1999890,2018,89.0
tt20048582,2024,101.0
tt2005151,2016,114.0
tt2006295,2015,127.0
tt20102596,2023,112.0
tt20112600,2024,109.0
tt20112746,2024,91.0
tt2011311,2018,120.0
tt20113412,2023,119.0
tt20114686,2023,99.0
tt20115096,2023,94.0
tt20115766,2023,114.0
tt20119468,2022,95.0
tt2015349,2024,94.0
tt2016303,2023,110.0
tt20168564,2022,142.0
tt2018069,2018,90.0
tt20192230,2022,88.0
tt20194882,2024,94.0
tt20198716,2024,98.0
tt20198774,2022,106.0
tt20201748,2024,112.0
tt20202136,2024,95.0
tt20202324,2024,90.0
tt20205236,2022,106.0
tt20212786,2024,120.0
tt20214908,2025,120.0
tt20215234,2024,120.0
tt20215968,2023,115.0
tt20221436,2024,132.0
tt20222166,2025,83.0
tt20222202,2023,94.0
tt20225374,2022,114.0
tt20234774,2023,100.0
tt20242416,2023,157.0
tt20249418,2023,130.0
tt20256448,2024,120.0
tt20256528,2022,95.0
tt20256556,2022,79.0
tt2025690,2016,117.0
tt20258220,2024,103.0
tt20315818,2023,101.0
tt20316748,2024,126.0
tt2032572,2016,128.0
tt20330434,2023,102.0
tt2034800,2016,103.0
tt2039338,2017,109.0
tt20420628,2023,110.0
tt20452454,2024,140.0
tt20465746,2023,124.0
tt2049403,2024,105.0
tt2049543,2015,101.0
tt20502488,2024,100.0
tt20561198,2023,127.0
tt2056771,2015,125.0
tt2057392,2015,102.0
tt2058673,2015,114.0
tt2062700,2017,129.0
tt2066051,2019,121.0
tt20672490,2022,101.0
tt20672534,2023,128.0
tt2069797,2018,96.0
tt2072230,2015,98.0
tt2072233,2017,95.0
tt2076298,2019,107.0
tt2076822,2021,109.0
tt20768712,2023,107.0
tt20782072,2022,104.0
tt2078718,2016,91.0
tt2080374,2015,122.0
tt20850406,2022,163.0
tt20854842,2022,148.0
tt20854856,2024,106.0
tt20859464,2022,93.0
tt20879602,2023,95.0
tt2088950,2017,104.0
tt2090465,2017,93.0
tt2091256,2017,89.0
tt2091478,2015,95.0
tt20916568,2023,84.0
tt20917338,2022,96.0
tt2091935,2015,95.0
tt2093991,2016,86.0
tt2094766,2016,115.0
tt2096673,2015,95.0
tt20969586,2025,127.0
tt2097298,2015,129.0
tt2097331,2015,105.0
tt20990442,2025,96.0
tt2101383,2015,118.0
tt21027780,2023,81.0
tt21051906,2024,111.0
tt21059520,2022,101.0
tt21064584,2023,132.0
tt2106651,2016,107.0
tt21071620,2023,137.0
tt21094994,2022,102.0
tt21097192,2024,90.0
tt21097228,2024,112.0
tt21103218,2025,130.0
tt21103300,2023,92.0
tt21106646,2022,112.0
tt21113540,2023,110.0
tt2112096,2016,91.0
tt2114504,2017,91.0
tt2118624,2015,91.0
tt2118648,2024,97.0
tt21187592,2025,112.0
tt21188080,2024,101.0
tt21191806,2025,114.0
tt21192142,2023,105.0
tt21194868,2025,108.0
tt2119532,2016,139.0
tt2119543,2018,105.0
tt21200850,2022,116.0
tt2120120,2015,105.0
tt21201300,2024,93.0
tt21227864,2025,109.0
tt21232992,2023,92.0
tt21235248,2024,115.0
tt21237030,2022,132.0
tt21245882,2023,109.0
tt2124787,2015,84.0
tt21250176,2022,102.0
tt21261388,2022,140.0
tt21261712,2024,122.0
tt21262240,2023,134.0
tt2126235,2016,99.0
tt2126355,2015,114.0
tt2126357,2018,103.0
tt21267296,2023,88.0
tt21272942,2024,103.0
tt21276878,2023,103.0
tt21276958,2024,104.0
tt21279138,2022,114.0
tt21279420,2025,146.0
tt21279806,2024,102.0
tt21284218,2024,91.0
tt21291992,2023,91.0
tt21301418,2024,97.0
tt21307994,2022,100.0
tt21308888,2023,117.0
tt2131532,2015,84.0
tt21317634,2025,105.0
tt21328106,2023,117.0
tt2133196,2015,97.0
tt21335356,2023,92.0
tt21335908,2022,84.0
tt21340412,2022,67.0
tt21364552,2023,105.0
tt21374850,2022,113.0
tt21382296,2024,119.0
tt21383812,2024,118.0
tt21385728,2023,105.0
tt21397580,2023,100.0
tt21398196,2022,117.0
tt2139881,2019,125.0
tt2140037,2015,98.0
tt2140379,2015,117.0
tt2140465,2015,128.0
tt2140479,2016,128.0
tt2140507,2017,102.0
tt2140571,2020,109.0
tt2140629,2018,85.0
tt2141773,2015,86.0
tt21419928,2025,103.0
tt21439528,2022,98.0
tt21440780,2022,104.0
tt21454134,2023,116.0
tt21469794,2024,110.0
tt2160105,2018,98.0
tt21626284,2023,122.0
tt21626774,2024,123.0
tt21638298,2023,116.0
tt21651560,2022,109.0
tt21692408,2024,94.0
tt2170427,2016,86.0
tt2172954,2025,123.0
tt21800162,2023,118.0
tt2180339,2022,115.0
tt21807222,2023,118.0
tt21810110,2023,164.0
tt21810682,2023,102.0
tt21815562,2025,123.0
tt21818782,2025,115.0
tt21819228,2022,96.0
tt21819250,2022,95.0
tt21823606,2024,90.0
tt2183014,2023,91.0
tt21830902,2024,104.0
tt21836538,2022,105.0
tt21837726,2022,97.0
tt21848358,2022,116.0
tt21867434,2023,120.0
tt2186848,2015,105.0
tt21874760,2022,89.0
tt21905744,2024,94.0
tt21909764,2023,117.0
tt2191765,2015,105.0
tt21933110,2022,101.0
tt21940010,2023,121.0
tt21942598,2024,107.0
tt21942866,2023,102.0
tt21957774,2024,93.0
tt21958136,2024,96.0
tt21979910,2023,94.0
tt21983758,2022,121.0
tt21991654,2023,90.0
tt21994906,2022,95.0
tt2199571,2015,114.0
tt21998526,2022,105.0
tt22004344,2024,112.0
tt22010428,2022,130.0
tt22016156,2023,103.0
tt22022452,2024,96.0
tt22023218,2023,100.0
tt22027654,2022,145.0
tt22036406,2024,152.0
tt22037066,2022,121.0
tt22041854,2023,113.0
tt22042742,2022,86.0
tt22048412,2024,103.0
tt22050754,2024,91.0
tt22086334,2023,134.0
tt2210769,2015,98.0
tt22170036,2024,157.0
tt22173666,2024,86.0
tt2217859,2015,109.0
tt22188452,2023,134.0
tt22207786,2023,118.0
tt2222042,2020,109.0
tt2222052,2020,101.0
tt22227936,2022,151.0
tt2224026,2015,94.0
tt2226162,2020,93.0
tt2226597,2017,112.0
tt22297828,2023,110.0
tt2231253,2015,92.0
tt2231461,2018,107.0
tt2231874,2021,105.0
tt22352848,2023,98.0
tt2235695,2020,123.0
tt2237324,2018,96.0
tt22375054,2023,97.0
tt2238032,2016,107.0
tt2239822,2017,136.0
tt22408160,2024,164.0
tt2241351,2016,98.0
tt22444570,2023,164.0
tt2245003,2015,112.0
tt22457506,2025,142.0
tt22478818,2024,134.0
tt22488728,2022,154.0
tt2250912,2017,133.0
tt22528200,2024,97.0
tt22543326,2023,163.0
tt2261287,2016,89.0
tt2262315,2016,98.0
tt22640398,2023,110.0
tt2267968,2016,95.0
tt2268016,2015,115.0
tt22687790,2023,103.0
tt22695402,2023,146.0
tt2271563,2015,90.0
tt2273657,2015,99.0
tt22741760,2024,103.0
tt22742964,2022,130.0
tt22743064,2023,148.0
tt2274648,2019,120.0
tt22751230,2023,122.0
tt22769820,2023,83.0
tt22773644,2023,129.0
tt2277860,2016,97.0
tt2279339,2015,107.0
tt2279373,2015,92.0
tt22796890,2023,98.0
tt2283336,2019,114.0
tt2283362,2017,119.0
tt22863968,2024,86.0
tt22866358,2023,129.0
tt22868844,2023,110.0
tt22869490,2024,154.0
tt22874848,2024,99.0
tt22890246,2023,91.0
tt22892546,2023,127.0
tt22893404,2024,124.0
tt22898462,2025,135.0
tt2291540,2017,107.0
tt2293640,2015,91.0
tt22939186,2024,92.0
tt2296777,2018,86.0
tt23018924,2024,156.0
tt2302966,2015,188.0
tt23036080,2023,119.0
tt23049270,2023,114.0
tt2304933,2016,112.0
tt23052532,2023,150.0
tt23055660,2024,140.0
tt23060698,2025,96.0
tt23060796,2023,100.0
tt2309260,2015,81.0
tt23137390,2024,89.0
tt23137904,2024,122.0
tt23149780,2024,129.0
tt2315582,2016,94.0
tt2315596,2018,93.0
tt2316204,2017,122.0
tt2316479,2018,100.0
tt2316548,2023,96.0
tt23172090,2025,106.0
tt23177868,2023,88.0
tt2321341,2016,79.0
tt2321405,2016,70.0
tt2321502,2015,85.0
tt23219684,2023,55.0
tt23220552,2025,141.0
tt2322441,2015,125.0
tt2322517,2015,93.0
tt2325977,2015,112.0
tt2328678,2022,98.0
tt2328900,2018,124.0
tt23289160,2023,124.0
tt2331047,2017,111.0
tt23330554,2024,93.0
