tconst,startYear,runtimeMinutes
tt23334464,2023,124.0
tt23334616,2023,91.0
tt2334871,2017,90.0
tt2337841,2017,85.0
tt2338424,2015,105.0
tt2338454,2017,92.0
tt23398540,2025,165.0
tt2345759,2017,110.0
tt23468450,2024,101.0
tt23468836,2024,121.0
tt2347285,2024,99.0
tt23475174,2024,155.0
tt23476986,2025,108.0
tt2349144,2015,108.0
tt2353868,2023,109.0
tt23554840,2023,161.0
tt23558084,2025,106.0
tt23558280,2024,91.0
tt23561236,2023,117.0
tt23572848,2025,88.0
tt2358925,2015,91.0
tt2361317,2016,129.0
tt2361509,2015,121.0
tt23621682,2025,80.0
tt23638614,2024,113.0
tt23642740,2023,110.0
tt23642744,2023,95.0
tt23648788,2025,84.0
tt2364897,2016,91.0
tt2365580,2019,109.0
tt23664710,2023,134.0
tt2368254,2018,110.0
tt2368619,2016,92.0
tt2372251,2018,96.0
tt23736044,2023,127.0
tt23770030,2024,95.0
tt23778968,2024,98.0
tt23782140,2024,134.0
tt23782248,2023,148.0
tt23782584,2024,111.0
tt2378507,2017,127.0
tt2378830,2015,93.0
tt23790418,2023,88.0
tt23790740,2024,134.0
tt2379713,2015,148.0
tt2380307,2017,105.0
tt23804378,2022,99.0
tt23804696,2025,154.0
tt2381111,2015,117.0
tt2381249,2015,131.0
tt2381941,2015,105.0
tt2381991,2016,114.0
tt2382320,2021,163.0
tt23846482,2025,181.0
tt23846874,2023,116.0
tt23849204,2023,147.0
tt23853982,2024,137.0
tt2386237,2018,89.0
tt2386404,2015,99.0
tt2386490,2019,104.0
tt23865712,2023,128.0
tt23872640,2024,104.0
tt2387499,2016,105.0
tt23875550,2024,135.0
tt2388771,2018,104.0
tt2392830,2016,125.0
tt2393827,2015,92.0
tt23950956,2022,82.0
tt2395427,2015,141.0
tt2395469,2019,154.0
tt2396431,2024,107.0
tt2396589,2017,134.0
tt2397461,2021,96.0
tt2398149,2019,132.0
tt2398241,2017,90.0
tt2400463,2015,100.0
tt2401097,2015,94.0
tt2401878,2015,90.0
tt2402101,2015,113.0
tt2402927,2015,118.0
tt2404233,2016,127.0
tt2404425,2015,109.0
tt2404435,2016,132.0
tt2404465,2019,94.0
tt2404639,2018,105.0
tt24059780,2023,145.0
tt24060892,2025,155.0
tt2406566,2017,115.0
tt24068064,2023,83.0
tt24070754,2023,118.0
tt24082438,2023,97.0
tt24132732,2023,108.0
tt2415458,2015,90.0
tt24169886,2024,101.0
tt24176060,2024,137.0
tt2417712,2017,101.0
tt24216998,2023,90.0
tt24225606,2025,162.0
tt24225846,2024,129.0
tt24226474,2023,172.0
tt24249072,2023,83.0
tt2424988,2015,128.0
tt24249946,2023,108.0
tt24268454,2023,138.0
tt2436386,2015,106.0
tt2436682,2016,110.0
tt2441982,2016,110.0
tt24429218,2023,93.0
tt2443822,2015,111.0
tt24458622,2024,127.0
tt2446980,2015,124.0
tt24478470,2024,102.0
tt24485052,2023,132.0
tt24509990,2023,85.0
tt24515124,2024,97.0
tt24517458,2023,151.0
tt24517830,2024,142.0
tt2452042,2015,88.0
tt2452150,2021,145.0
tt2452244,2019,89.0
tt2452386,2016,97.0
tt24577462,2024,84.0
tt2458948,2021,155.0
tt2461150,2016,95.0
tt2461520,2015,90.0
tt2463208,2022,106.0
tt24679190,2022,106.0
tt2473510,2015,88.0
tt2474958,2015,103.0
tt2474976,2015,97.0
tt2479478,2015,119.0
tt24807110,2024,92.0
tt2481498,2019,110.0
tt24852126,2025,96.0
tt24870072,2023,96.0
tt24871974,2024,106.0
tt2488496,2015,138.0
tt2493486,2015,115.0
tt2494362,2015,132.0
tt24950660,2025,114.0
tt2499472,2019,86.0
tt2503944,2015,101.0
tt2510894,2015,89.0
tt2513074,2016,113.0
tt25134642,2024,139.0
tt2515034,2015,115.0
tt2523832,2015,91.0
tt2527336,2017,152.0
tt2527338,2019,141.0
tt25274786,2023,161.0
tt2531318,2016,106.0
tt2531334,2017,89.0
tt2531344,2018,102.0
tt2534634,2015,99.0
tt25400540,2024,132.0
tt25405130,2023,133.0
tt25406500,2023,112.0
tt2543164,2016,116.0
tt25433734,2023,155.0
tt2543472,2017,113.0
tt25434834,2024,170.0
tt2544766,2015,151.0
tt2545428,2015,90.0
tt25470468,2023,115.0
tt25471950,2023,97.0
tt2547584,2016,133.0
tt2548396,2018,102.0
tt2552394,2015,96.0
tt2554274,2015,119.0
tt2555736,2015,122.0
tt2557478,2018,111.0
tt2560078,2023,112.0
tt2560092,2023,99.0
tt25602750,2023,88.0
tt2560792,2017,82.0
tt2561572,2015,100.0
tt2567026,2016,113.0
tt2568862,2017,96.0
tt2580382,2015,104.0
tt2582496,2015,105.0
tt2582498,2017,93.0
tt2582500,2016,91.0
tt2582502,2015,116.0
tt2582576,2017,113.0
tt2582782,2016,102.0
tt2582784,2017,90.0
tt2584384,2019,108.0
tt2586118,2015,96.0
tt2586120,2017,130.0
tt2592614,2016,107.0
tt2597760,2017,95.0
tt2597768,2016,112.0
tt2597892,2016,85.0
tt26047818,2023,103.0
tt26067432,2023,110.0
tt26084002,2023,85.0
tt2611652,2015,94.0
tt26160190,2023,117.0
tt2619512,2018,83.0
tt2620590,2017,90.0
tt26225118,2024,132.0
tt26229612,2025,130.0
tt26233598,2024,145.0
tt26238710,2024,93.0
tt26243612,2023,136.0
tt2625810,2015,101.0
tt26258634,2023,142.0
tt2631186,2015,159.0
tt26342662,2025,120.0
tt26350277,2023,92.0
tt2637276,2015,115.0
tt2637294,2015,93.0
tt2638144,2016,123.0
tt2639336,2018,98.0
tt26394837,2025,104.0
tt26420234,2024,105.0
tt26439764,2025,165.0
tt26439870,2025,147.0
tt26440619,2023,102.0
tt26442053,2024,94.0
tt26443597,2025,108.0
tt26445483,2023,147.0
tt26446278,2024,178.0
tt26458038,2024,135.0
tt26470109,2024,98.0
tt2649554,2016,112.0
tt2652118,2016,96.0
tt26533869,2023,90.0
tt26537229,2023,110.0
tt26545708,2024,97.0
tt26546123,2024,100.0
tt26547864,2023,100.0
tt26548265,2024,141.0
tt26581740,2025,128.0
tt26584495,2025,97.0
tt26596953,2023,140.0
tt2660888,2016,122.0
tt26612950,2023,98.0
tt26625693,2024,116.0
tt26655108,2024,159.0
tt26655359,2024,160.0
tt26655658,2025,131.0
tt26658104,2024,104.0
tt26658272,2024,145.0
tt26659814,2024,150.0
tt26660021,2024,155.0
tt26671996,2025,95.0
tt2667380,2016,99.0
tt26674627,2023,91.0
tt26675491,2023,134.0
tt26677014,2024,111.0
tt26682012,2024,92.0
tt26683420,2025,113.0
tt26684398,2023,110.0
tt26690825,2023,131.0
tt26691319,2023,142.0
tt2671706,2016,139.0
tt26731216,2024,124.0
tt26733317,2024,153.0
tt26733325,2025,119.0
tt26736843,2024,102.0
tt26739529,2023,94.0
tt26743210,2025,125.0
tt2674358,2017,91.0
tt2674426,2016,110.0
tt26744289,2023,106.0
tt2674430,2016,90.0
tt2674454,2017,105.0
tt26745657,2024,143.0
tt26753003,2024,105.0
tt26757462,2024,99.0
tt26758372,2024,177.0
tt2677722,2018,112.0
tt26783625,2024,94.0
tt2679042,2015,96.0
tt2679552,2016,95.0
tt26843513,2025,100.0
tt26861992,2024,120.0
tt2690138,2015,101.0
tt26903104,2024,166.0
tt26915336,2023,88.0
tt2691804,2025,150.0
tt26926267,2024,88.0
tt26927452,2025,105.0
tt26932223,2024,158.0
tt2693580,2016,86.0
tt26936666,2024,163.0
tt26940324,2024,106.0
tt27007466,2024,146.0
tt27012110,2023,111.0
tt2702724,2016,99.0
tt27028399,2024,140.0
tt2702920,2020,99.0
tt27032419,2023,111.0
tt27047448,2023,111.0
tt2704998,2018,100.0
tt27050277,2024,101.0
tt27051027,2024,168.0
tt27052633,2025,104.0
tt27056012,2024,135.0
tt27056066,2025,125.0
tt27075958,2025,125.0
tt2709692,2018,85.0
tt2709768,2016,86.0
tt27116016,2023,84.0
tt27118357,2024,167.0
tt27125266,2023,132.0
tt27131358,2024,108.0
tt27139868,2024,80.0
tt27145269,2023,97.0
tt27155038,2023,91.0
tt27162102,2025,130.0
tt2716382,2019,95.0
tt2717822,2015,133.0
tt2718440,2015,96.0
tt27191600,2023,116.0
tt27196021,2024,98.0
tt27197387,2023,122.0
tt2719848,2015,121.0
tt2720826,2016,95.0
tt27218960,2024,91.0
tt27235410,2025,155.0
tt2724532,2015,110.0
tt2725076,2019,92.0
tt2726552,2016,95.0
tt2726560,2015,123.0
tt27302079,2023,139.0
tt27304026,2024,97.0
tt27330732,2024,135.0
tt27367464,2024,105.0
tt2737304,2018,124.0
tt27403986,2024,114.0
tt27410895,2024,110.0
tt27417166,2024,106.0
tt27419292,2024,95.0
tt27425164,2025,170.0
tt27431598,2024,139.0
tt27436132,2025,157.0
tt27440937,2024,120.0
tt27441481,2025,168.0
tt27458291,2023,146.0
tt27459160,2024,141.0
tt27470893,2024,142.0
tt27487934,2024,183.0
tt27489557,2024,109.0
tt27490099,2024,161.0
tt27501039,2023,121.0
tt27503384,2023,124.0
tt27510174,2024,147.0
tt27510257,2024,131.0
tt2752772,2015,97.0
tt27534307,2024,110.0
tt27534328,2023,118.0
tt27540185,2023,140.0
tt27540217,2025,139.0
tt27540542,2024,148.0
tt27542289,2023,147.0
tt27542448,2023,103.0
tt27543578,2025,97.0
tt27543632,2025,131.0
tt27578157,2024,111.0
tt27599851,2024,117.0
tt27604215,2025,90.0
tt27619382,2023,87.0
tt27621210,2025,112.0
tt2762506,2019,131.0
tt2763304,2017,117.0
tt27655393,2023,118.0
tt27655979,2023,126.0
tt27657135,2024,109.0
tt27674982,2025,99.0
tt27678883,2025,116.0
tt27679608,2025,127.0
tt27687527,2023,89.0
tt27688034,2023,129.0
tt2771200,2017,129.0
tt27714581,2025,133.0
tt27714946,2025,98.0
tt27719898,2023,138.0
tt27722543,2023,152.0
tt27722618,2025,108.0
tt27724113,2023,108.0
tt27726927,2023,92.0
tt27729779,2024,99.0
tt27744786,2024,132.0
tt27751957,2024,110.0
tt27757805,2024,159.0
tt27766440,2024,115.0
tt2776878,2017,109.0
tt27775403,2024,103.0
tt27802490,2024,134.0
tt27802912,2025,157.0
tt27811040,2024,109.0
tt27812086,2025,97.0
tt27813235,2024,100.0
tt27816710,2024,143.0
tt27817389,2025,116.0
tt2782692,2017,110.0
tt27843798,2025,116.0
tt27847051,2025,161.0
tt2784936,2015,90.0
tt27852049,2025,156.0
tt27866781,2025,109.0
tt27868101,2024,112.0
tt2787302,2018,91.0
tt27881338,2023,118.0
tt2788732,2016,102.0
tt27902121,2024,104.0
tt27906902,2023,111.0
tt27911000,2024,125.0
tt27922706,2025,161.0
tt27930156,2023,93.0
tt27930683,2024,122.0
tt27933364,2023,117.0
tt27936770,2024,134.0
tt27940347,2025,130.0
tt27940442,2024,122.0
tt27957740,2025,150.0
tt27986457,2025,120.0
tt27987046,2024,126.0
tt27989067,2023,132.0
tt2798920,2018,115.0
tt27995594,2024,123.0
tt27996020,2025,157.0
tt2800340,2016,125.0
tt28007064,2024,127.0
tt28015403,2024,111.0
tt2802136,2015,98.0
tt28023902,2024,115.0
tt28026215,2025,92.0
tt28037987,2025,150.0
tt28066777,2024,93.0
tt28073548,2023,88.0
tt28074691,2024,159.0
tt28075881,2024,126.0
tt28076316,2025,106.0
tt28082769,2024,95.0
tt28083456,2025,121.0
tt28089700,2025,145.0
tt28102562,2025,150.0
tt28105944,2024,105.0
tt28131427,2024,116.0
tt28131433,2025,146.0
tt28142095,2025,167.0
tt28142896,2024,100.0
tt2815902,2015,115.0
tt28182053,2025,130.0
tt28182736,2023,106.0
tt28184712,2023,127.0
tt2818654,2015,122.0
tt2820852,2015,137.0
tt28218009,2023,150.0
tt28223926,2024,96.0
tt2822672,2016,90.0
tt28228231,2023,155.0
tt28230296,2025,102.0
tt2823054,2016,98.0
tt28236368,2023,67.0
tt28249919,2024,84.0
tt28252563,2025,160.0
tt28254460,2023,95.0
tt28259207,2023,105.0
tt28277817,2024,119.0
tt28282716,2023,105.0
tt28282872,2024,150.0
tt28288786,2024,156.0
tt28301898,2024,92.0
tt28309594,2025,111.0
tt28325940,2024,132.0
tt28349451,2024,144.0
tt28358950,2023,150.0
tt28362963,2023,112.0
tt28364355,2024,166.0
tt2837574,2018,93.0
tt28377588,2025,134.0
tt28443655,2025,107.0
tt28452681,2024,97.0
tt28459771,2025,124.0
tt28479262,2023,107.0
tt2848292,2015,115.0
tt28490044,2023,106.0
tt28491891,2023,101.0
tt28494829,2024,108.0
tt28494851,2023,92.0
tt2850272,2018,98.0
tt2850386,2020,95.0
tt28508934,2025,150.0
tt28510079,2024,118.0
tt28526239,2023,170.0
tt2854926,2018,100.0
tt28551273,2025,153.0
tt28554013,2023,111.0
tt28607951,2024,139.0
tt28613536,2024,101.0
tt28618488,2024,119.0
tt28620587,2024,103.0
tt28630806,2025,125.0
tt28631109,2024,130.0
tt28635681,2024,103.0
tt2865120,2016,94.0
tt28654369,2024,150.0
tt28664733,2025,96.0
tt2866708,2019,96.0
tt28671344,2025,98.0
tt28679253,2025,135.0
tt28690468,2025,155.0
tt2869728,2016,102.0
tt2870648,2015,128.0
tt28717622,2025,139.0
tt2872462,2015,84.0
tt2872518,2017,132.0
tt2872750,2015,85.0
tt2873282,2018,140.0
tt28754073,2025,142.0
tt28766949,2024,130.0
tt28802657,2025,146.0
tt28812582,2025,140.0
tt28814949,2023,169.0
tt28821371,2024,89.0
tt2884018,2015,113.0
tt2885628,2015,98.0
tt28857146,2023,148.0
tt2888046,2015,105.0
tt28996126,2025,89.0
tt29008225,2025,97.0
tt2905082,2017,112.0
tt2906216,2023,134.0
tt2908446,2015,119.0
tt2909116,2015,121.0
tt2910904,2015,119.0
tt29114029,2024,103.0
tt2911674,2015,80.0
tt29137778,2024,112.0
tt29141112,2024,121.0
tt2917388,2015,95.0
tt2918436,2015,83.0
tt2918606,2016,97.0
tt29195117,2024,93.0
tt29195603,2024,94.0
tt29214162,2025,88.0
tt29224742,2024,166.0
tt2923088,2016,85.0
tt29232158,2025,105.0
tt29242846,2024,106.0
tt29247040,2025,136.0
tt29252358,2024,89.0
tt29268110,2024,127.0
tt29270150,2024,118.0
tt29271622,2025,119.0
tt29272469,2024,120.0
tt29301456,2023,130.0
tt29313285,2025,77.0
tt29319990,2023,134.0
tt2932536,2017,89.0
tt29330913,2024,152.0
tt2933474,2015,99.0
tt29344903,2025,109.0
tt2935390,2017,90.0
tt2935476,2015,119.0
tt2935510,2019,123.0
tt2935622,2022,147.0
tt2937366,2017,94.0
tt2937696,2016,117.0
tt29383191,2025,150.0
tt29383379,2024,145.0
tt2938956,2015,96.0
tt29429860,2025,145.0
tt2943178,2022,92.0
tt29439114,2024,107.0
tt29470244,2024,125.0
tt29471733,2025,101.0
tt2948160,2018,94.0
tt2948356,2016,108.0
tt2948372,2020,100.0
tt2948790,2015,92.0
tt2948840,2015,111.0
tt2950418,2016,130.0
tt2953050,2021,102.0
tt29536228,2023,93.0
tt29538571,2024,88.0
tt2954474,2015,82.0
tt29548562,2023,158.0
tt29550683,2025,100.0
tt29567915,2025,148.0
tt2957760,2017,108.0
tt29603959,2025,110.0
tt29606499,2025,162.0
tt29606526,2025,138.0
tt29623480,2024,102.0
tt2962984,2017,65.0
tt29634843,2024,113.0
tt29644189,2025,114.0
tt2967224,2015,87.0
tt29702934,2023,94.0
tt29713093,2024,94.0
tt29722855,2024,107.0
tt2974050,2015,75.0
tt2974918,2015,92.0
tt2975590,2016,151.0
tt2976182,2015,146.0
tt29768334,2025,102.0
tt2978102,2016,93.0
tt2979920,2015,149.0
tt2980210,2016,98.0
tt29808429,2024,157.0
tt29856129,2023,137.0
tt29884526,2025,139.0
tt2989524,2016,98.0
tt2990140,2018,104.0
tt29927663,2025,109.0
tt29929565,2025,104.0
tt30007864,2024,104.0
tt30017619,2025,104.0
tt30057084,2024,114.0
tt3007132,2016,105.0
tt30073158,2024,107.0
tt30089457,2025,125.0
tt30096221,2025,115.0
tt3009772,2019,97.0
tt30110854,2024,93.0
tt3011960,2017,98.0
tt3013610,2015,106.0
tt3014284,2017,101.0
tt30144381,2024,104.0
tt30144839,2025,161.0
tt3014866,2016,113.0
tt30150907,2024,94.0
tt30150917,2024,94.0
tt30176955,2025,131.0
tt30180830,2024,88.0
tt30215084,2024,65.0
tt30216176,2023,112.0
tt30217143,2024,98.0
tt30253036,2025,97.0
tt30253473,2025,116.0
tt30254719,2025,116.0
tt3026488,2016,103.0
tt30268321,2025,98.0
tt30274401,2025,104.0
tt30292390,2024,97.0
tt3029476,2015,91.0
tt3031654,2021,150.0
tt30319503,2024,93.0
tt30321095,2024,115.0
tt30321133,2024,114.0
tt30321146,2024,94.0
tt30327451,2024,103.0
tt30343021,2025,132.0
tt3038708,2019,93.0
tt30395619,2024,104.0
tt3040964,2016,106.0
tt30415138,2024,145.0
tt30422937,2025,119.0
tt3043252,2015,116.0
tt30445556,2025,94.0
tt30446847,2025,132.0
tt30454602,2024,95.0
tt3045616,2015,107.0
tt3045628,2025,110.0
tt30472557,2025,100.0
tt30476486,2024,85.0
tt30496762,2025,133.0
tt30505698,2024,100.0
tt3053228,2017,90.0
tt3062096,2016,121.0
tt3064298,2015,88.0
tt3064338,2018,83.0
tt30645201,2025,89.0
tt3065204,2016,134.0
tt3068194,2016,90.0
tt3072482,2015,96.0
tt30742355,2025,134.0
tt3076658,2015,133.0
tt3077214,2015,106.0
tt30783769,2024,82.0
tt30788842,2025,83.0
tt3079380,2015,120.0
tt30795948,2024,99.0
tt30796448,2024,96.0
tt30798612,2025,93.0
tt30818815,2025,144.0
tt3082854,2016,111.0
tt3082898,2016,90.0
tt3083008,2015,104.0
tt3083016,2024,118.0
tt30840798,2025,101.0
tt30841606,2024,104.0
tt30852384,2024,98.0
tt30852970,2024,90.0
tt30858568,2025,169.0
tt30876483,2025,109.0
tt30889755,2024,127.0
tt3089630,2020,95.0
tt3090670,2015,90.0
tt30953759,2024,92.0
tt30955489,2025,103.0
tt3095734,2016,104.0
tt3096858,2016,95.0
tt30970235,2024,158.0
tt30972054,2025,88.0
tt3097396,2021,120.0
tt30988739,2025,93.0
tt3100274,2016,113.0
tt31015278,2024,97.0
tt31015496,2024,119.0
tt31022050,2024,101.0
tt31036941,2025,133.0
tt3104988,2018,120.0
tt31064841,2024,93.0
tt3107166,2018,86.0
tt3108244,2015,91.0
tt3108894,2021,106.0
tt3110958,2016,129.0
tt3111426,2020,95.0
tt31116092,2025,90.0
tt31121295,2025,100.0
tt31122323,2024,83.0
tt3113696,2016,83.0
tt3115906,2016,95.0
tt31176520,2025,148.0
tt31179712,2025,108.0
tt31181421,2025,100.0
tt31184028,2025,102.0
tt3118452,2015,87.0
tt31188121,2024,113.0
tt31189315,2025,110.0
tt31190632,2025,100.0
tt31193180,2025,137.0
tt31193791,2024,88.0
tt31194612,2025,133.0
tt3120280,2018,105.0
tt31227572,2025,107.0
tt31249107,2025,101.0
tt3127022,2017,113.0
tt31281659,2025,105.0
tt31314296,2025,88.0
tt31322753,2025,100.0
tt3137630,2016,96.0
tt3137764,2015,108.0
tt3138782,2015,131.0
tt31392609,2024,125.0
tt31425731,2025,93.0
tt31433402,2025,90.0
tt31434030,2025,129.0
tt31434046,2024,87.0
tt31434639,2025,95.0
tt31450182,2024,90.0
tt3147312,2015,88.0
tt3148502,2015,139.0
tt31495504,2025,116.0
tt31499750,2024,90.0
tt31511689,2025,103.0
tt31514146,2025,120.0
tt31514262,2024,109.0
tt31519456,2025,99.0
tt31522415,2024,142.0
tt3152592,2020,94.0
tt3152624,2015,125.0
tt31529147,2025,150.0
tt3154310,2015,107.0
tt3155298,2023,129.0
tt3155328,2017,88.0
tt3155342,2020,92.0
tt31556612,2024,90.0
tt31567422,2025,108.0
tt3159708,2015,152.0
tt31598703,2025,150.0
tt3162938,2015,92.0
tt3164256,2015,106.0
tt3165612,2015,101.0
tt3165630,2015,93.0
tt3168230,2015,104.0
tt31688586,2025,106.0
tt3169770,2015,102.0
tt3170832,2015,118.0
tt31711040,2024,58.0
tt31712434,2025,148.0
tt3171832,2017,90.0
tt3172532,2015,102.0
tt3173594,2016,95.0
tt3174376,2016,97.0
tt31747163,2024,87.0
tt31796256,2024,96.0
tt31797432,2024,121.0
tt31800329,2024,88.0
tt31806049,2025,99.0
tt3181776,2015,96.0
tt3181822,2015,91.0
tt3183660,2016,132.0
tt31844586,2025,89.0
tt31853193,2024,166.0
tt31868189,2025,114.0
tt31888477,2025,123.0
tt31909270,2025,110.0
tt31923069,2025,119.0
tt31945132,2025,168.0
tt31956415,2025,110.0
tt3195644,2015,97.0
tt31969600,2025,163.0
tt31973693,2025,105.0
tt3197766,2015,120.0
tt31989784,2024,111.0
tt31998881,2025,106.0
tt3201640,2018,95.0
tt3202202,2015,163.0
tt3203528,2018,110.0
tt3203606,2015,124.0
tt3203620,2017,120.0
tt32047217,2025,102.0
tt3205376,2015,84.0
tt32058735,2025,140.0
tt32063050,2025,124.0
tt32063098,2025,101.0
tt3208026,2018,100.0
tt32080876,2025,157.0
tt32084246,2024,112.0
tt32086046,2024,93.0
tt32086077,2024,118.0
tt32094375,2024,92.0
tt32106176,2025,161.0
tt3212232,2016,92.0
tt3212904,2015,85.0
tt32135732,2025,167.0
tt3213684,2015,100.0
tt32138452,2025,98.0
tt32138523,2024,95.0
tt32149847,2025,95.0
tt3215824,2021,100.0
tt32159989,2025,138.0
tt3216348,2016,87.0
tt32178949,2024,167.0
tt32189846,2025,146.0
tt32194932,2025,98.0
tt32204858,2025,92.0
tt32221196,2025,97.0
tt32223398,2025,158.0
tt32226697,2024,57.0
tt32237537,2025,118.0
tt3224458,2019,109.0
tt32244679,2024,179.0
tt32246771,2025,104.0
tt32259219,2024,134.0
tt32284154,2025,147.0
tt3228774,2021,134.0
tt32292009,2024,130.0
tt32298285,2025,114.0
tt32299316,2025,98.0
tt32304349,2025,94.0
tt32308617,2024,126.0
tt3231054,2016,107.0
tt32313870,2024,88.0
tt32321317,2025,106.0
tt32323252,2025,135.0
tt32331377,2024,91.0
tt32332404,2025,99.0
tt3233418,2015,114.0
tt3234122,2023,90.0
tt32359447,2024,92.0
tt32360696,2025,122.0
tt3236120,2015,92.0
tt32362695,2025,146.0
tt32368345,2024,87.0
tt32376165,2025,112.0
tt32389619,2024,142.0
tt32434379,2025,120.0
tt3247714,2015,96.0
tt32495339,2025,165.0
tt32495687,2024,142.0
tt3253624,2015,90.0
tt32536315,2025,100.0
tt32537226,2025,100.0
tt32543884,2025,103.0
tt32549601,2025,101.0
tt32550101,2025,105.0
tt3255590,2017,89.0
tt32558992,2025,97.0
tt3256226,2019,96.0
tt32600395,2025,106.0
tt3260524,2020,81.0
tt3262342,2017,94.0
tt32627540,2024,83.0
tt3263904,2016,96.0
tt3263946,2018,127.0
tt32643830,2025,116.0
tt32648798,2025,122.0
tt32654179,2024,109.0
tt3266284,2017,86.0
tt3268668,2015,97.0
tt3270538,2015,73.0
tt3272066,2021,116.0
tt32730754,2025,96.0
tt32765621,2024,62.0
tt32768323,2024,114.0
tt3276924,2015,93.0
tt3278330,2015,134.0
tt3278540,2020,94.0
tt32792934,2025,98.0
tt3280262,2017,91.0
tt3280916,2015,83.0
tt3281548,2019,135.0
tt3282076,2019,89.0
tt32820897,2025,155.0
tt3282858,2015,89.0
tt32832266,2025,149.0
tt32843349,2025,103.0
tt3286052,2015,93.0
tt3286560,2016,130.0
tt32880190,2024,116.0
tt32880932,2024,114.0
tt32887317,2025,151.0
tt3289080,2018,79.0
tt3289712,2015,94.0
tt3289724,2018,116.0
tt3289728,2015,101.0
tt3289956,2016,86.0
tt32903026,2024,90.0
tt3291150,2023,103.0
tt32916093,2024,88.0
tt32916440,2025,149.0
tt32919734,2025,124.0
tt32965688,2025,130.0
tt3296658,2015,93.0
tt3296908,2017,120.0
tt32985279,2025,93.0
tt3300542,2016,99.0
tt3300572,2015,87.0
tt3300980,2017,135.0
tt33014583,2025,214.0
tt33022037,2025,155.0
tt33022710,2025,95.0
tt33028778,2025,92.0
tt33029024,2025,148.0
tt33030375,2024,138.0
tt33034103,2024,100.0
tt33039440,2025,105.0
tt3305308,2016,99.0
tt33053440,2025,99.0
tt33054635,2025,139.0
tt33088452,2025,116.0
tt3311988,2015,86.0
tt3312830,2015,124.0
tt3312868,2015,90.0
tt3315342,2017,137.0
tt3316948,2015,96.0
tt3317208,2015,90.0
tt3317234,2018,101.0
tt3317522,2015,91.0
tt33175825,2024,145.0
tt33184067,2025,122.0
tt3319730,2018,112.0
tt3319920,2015,106.0
tt3321300,2015,104.0
tt3322364,2015,123.0
tt3322892,2017,80.0
tt33244668,2025,99.0
tt33247023,2025,104.0
tt3327624,2015,110.0
tt3327994,2015,190.0
tt33291804,2025,131.0
tt33292655,2025,95.0
tt33294237,2024,129.0
tt33294533,2025,122.0
tt33295741,2025,109.0
tt33305312,2025,139.0
tt33307144,2025,155.0
tt3330764,2016,87.0
tt33311244,2025,112.0
tt3332064,2015,111.0
tt33337007,2025,156.0
tt3335606,2017,116.0
tt33372494,2025,151.0
tt3337550,2015,123.0
tt33400719,2024,94.0
tt33428606,2024,121.0
tt3344694,2016,108.0
tt33452974,2025,134.0
tt33455099,2025,110.0
tt3346224,2015,112.0
tt33474172,2025,122.0
tt33477418,2024,140.0
tt33481094,2024,119.0
tt33484071,2024,82.0
tt3348730,2017,92.0
tt33502160,2025,105.0
tt3352390,2016,92.0
tt33529930,2024,113.0
tt33549447,2025,125.0
tt33549478,2025,96.0
tt3359350,2024,121.0
tt3361792,2019,112.0
tt3369806,2015,111.0
tt3371366,2017,154.0
tt3381008,2016,83.0
tt3385516,2016,144.0
tt3385524,2018,98.0
tt3387266,2016,111.0
tt3387520,2019,108.0
tt3387542,2016,93.0
tt33888131,2025,114.0
tt3393786,2016,118.0
tt3397754,2015,113.0
tt3397884,2015,121.0
tt3397918,2015,82.0
tt3399484,2015,84.0
tt33996113,2025,152.0
tt3399896,2015,94.0
tt3401882,2017,91.0
tt3402138,2025,85.0
tt3402236,2017,114.0
tt3405236,2017,143.0
tt3409848,2017,115.0
tt3410408,2016,127.0
tt3410834,2016,120.0
tt3411432,2015,87.0
tt3411444,2017,108.0
tt34159694,2025,143.0
tt3416532,2016,108.0
tt3416536,2017,107.0
tt3416744,2015,106.0
tt3416828,2016,94.0
tt3417854,2015,92.0
tt3420504,2021,115.0
tt3422078,2015,105.0
tt3427252,2023,98.0
tt34276058,2025,106.0
tt34350086,2024,84.0
tt34365591,2024,130.0
tt34379050,2025,93.0
tt34381258,2025,110.0
tt34388152,2025,134.0
tt3442990,2015,94.0
tt3444312,2017,91.0
tt3445702,2018,85.0
tt3447364,2015,139.0
tt3447590,2022,117.0
tt3449292,2015,120.0
tt3450650,2015,94.0
tt34508974,2025,96.0
tt3450900,2015,110.0
tt3450958,2017,140.0
tt3451230,2016,96.0
tt34548722,2025,119.0
tt3458254,2018,93.0
tt3458510,2018,97.0
tt3460252,2015,168.0
tt34604827,2025,132.0
tt34610311,2025,141.0
tt34621892,2025,98.0
tt3462710,2017,100.0
tt3463106,2017,95.0
tt3463938,2023,114.0
tt3464902,2015,119.0
tt3467412,2015,112.0
tt34682248,2025,106.0
tt3468380,2023,98.0
tt3469046,2017,89.0
tt3469244,2015,136.0
tt3469798,2017,95.0
tt3470600,2016,108.0
tt3471098,2015,98.0
tt3478962,2015,124.0
tt3480796,2015,96.0
tt3480822,2021,134.0
tt3480886,2015,111.0
tt3481634,2017,105.0
tt34819091,2025,136.0
tt3483612,2015,129.0
tt3486626,2017,91.0
tt3487994,2015,86.0
tt3488328,2015,104.0
tt34886821,2025,132.0
tt3488710,2015,123.0
tt34896026,2024,142.0
tt34915705,2025,127.0
tt34936199,2025,142.0
