tconst,startYear,runtimeMinutes,budget,production_companies,original_language,origin_country,top_3_cast,director,keywords,genres,certification_us,release_date,profitable
tt5462602,2017,120.0,5000000.0,"[7493, 10105, 88548]",en,['US'],"[{'id': 466505, 'popularity': 3.4054}, {'id': 35028, 'popularity': 1.4986}, {'id': 18686, 'popularity': 2.8993}]","[{'id': 22215, 'popularity': 1.0911}]","[520, 242, 2356, 789, 1253, 1647, 2466, 3485, 9672, 6656, 7021, 10235, 9732, 10132, 10428, 11612, 13072, 18035, 40895, 155939, 165576, 179430, 207844, 231544, 240367, 247606, 276162, 311882]","[35, 18, 10749]",R,2017-03-30,1
tt11858890,2023,133.0,80000000.0,"[10104, 8147, 508, 206867]",en,['US'],"[{'id': 1117313, 'popularity': 1.9021}, {'id': 4068148, 'popularity': 1.0414}, {'id': 97576, 'popularity': 2.1729}]","[{'id': 129894, 'popularity': 1.0552}]","[310, 1293, 12190, 12375, 14544, 156039, 208349, 212757, 220903, 222665, 244256, 287526, 348204]","[878, 28, 12]",PG-13,2023-09-27,0
tt8503618,2020,160.0,12500000.0,"[89394, 122645, 150839, 122647]",en,['US'],"[{'id': 1179651, 'popularity': 2.359}, {'id': 1254614, 'popularity': 1.1443}, {'id': 87932, 'popularity': 1.4182}]","[{'id': 1485823, 'popularity': 0.293}]","[596, 2356, 417, 213, 2946, 1936, 4344, 5565, 6415, 10181, 12965, 13014, 159138, 160279, 162225, 165241, 185201, 190024, 196684, 197159, 206597, 207928, 229756, 230318, 240119, 246884, 328926, 334841, 340972]","[36, 18]",PG-13,2025-09-05,0
tt6793580,2018,124.0,4920975.0,"[16569, 10031, 67412, 109477, 981, 33, 61358]",es,['ES'],"[{'id': 19024, 'popularity': 0.607}, {'id': 1396648, 'popularity': 0.2033}, {'id': 37844, 'popularity': 0.088}]","[{'id': 56470, 'popularity': 0.0957}]","[6075, 6713, 156076, 167550]","[35, 10751, 18]",,2018-04-06,1
tt19890316,2023,103.0,3000000.0,"[114131, 112520, 8739, 130465]",en,['US'],"[{'id': 5344, 'popularity': 2.262}, {'id': 12640, 'popularity': 1.6884}, {'id': 4840944, 'popularity': 0.0541}]","[{'id': 5344, 'popularity': 2.262}]","[2695, 9799, 187056]","[10749, 35]",R,2023-11-02,0
tt13640696,2022,98.0,40000000.0,"[127929, 5654, 22213]",en,['GB'],"[{'id': 6807, 'popularity': 3.486}, {'id': 36592, 'popularity': 2.9291}, {'id': 3490, 'popularity': 3.35}]","[{'id': 1814510, 'popularity': 0.1722}]","[212, 5340, 4326, 9826, 12570, 207046, 208611]","[9648, 35, 80]",PG-13,2022-09-09,0
tt3623726,2015,101.0,18000000.0,"[34034, 1274, 559, 2527]",en,['US'],"[{'id': 5064, 'popularity': 4.9541}, {'id': 8945, 'popularity': 2.1665}, {'id': 47281, 'popularity': 1.3604}]","[{'id': 16294, 'popularity': 1.0}]","[2570, 1013, 4995, 10235, 15160, 190069]","[35, 18, 10402]",PG-13,2015-07-10,0
tt33028778,2025,92.0,21000000.0,"[225897, 4, 216687]",en,['US'],"[{'id': 1295282, 'popularity': 1.0348}, {'id': 2600509, 'popularity': 1.2222}, {'id': 1571661, 'popularity': 1.0796}]","[{'id': 100734, 'popularity': 0.5643}]","[1668, 2551, 2552, 5160, 10292, 10349, 15149, 50009, 158303, 177280, 206980, 223059, 225840, 244984, 286407, 309060, 315058, 361118]","[27, 53]",R,2026-01-01,0
tt33088452,2025,116.0,30000000.0,"[95966, 140519, 216687, 47, 220749]",en,"['DE', 'US']","[{'id': 1172108, 'popularity': 6.8143}, {'id': 2803710, 'popularity': 3.3504}, {'id': 1255540, 'popularity': 1.7143}]","[{'id': 1053420, 'popularity': 0.5292}]","[6270, 818, 12335, 5922, 10201, 9844, 11696, 10614, 12279, 175421, 198522, 202798, 208397, 233083, 240315, 241738, 245358, 252104, 269719, 285623, 316396, 319319, 325761, 325762, 325765, 325778, 325835, 343234, 345457]","[10749, 18]",PG-13,2025-10-22,1
tt1798632,2022,94.0,12000000.0,"[3172, 433, 33]",en,['US'],"[{'id': 2072566, 'popularity': 1.0037}, {'id': 29222, 'popularity': 3.9958}, {'id': 1303156, 'popularity': 0.5477}]","[{'id': 2381662, 'popularity': 0.4167}]","[657, 818, 1475, 10683, 9679, 9815, 14742, 245702, 251513, 280543, 288816, 298499]","[27, 878, 53]",R,2022-05-12,0
tt6062774,2019,102.0,1800000.0,"[116960, 2586, 7970, 7062, 6517, 2801, 2345, 53766, 157379, 254, 88231]",es,['CO'],"[{'id': 57412, 'popularity': 1.3585}, {'id': 86034, 'popularity': 2.8926}, {'id': 1974936, 'popularity': 0.0918}]","[{'id': 937765, 'popularity': 0.1334}]","[1562, 1262, 190337, 245497, 256736, 325811]","[18, 53, 80, 10752]",R,2019-08-15,0
tt6428676,2019,85.0,100000000.0,"[2348, 24955, 5653, 4]",en,['US'],"[{'id': 1726873, 'popularity': 0.0388}, {'id': 52020, 'popularity': 0.8525}, {'id': 236327, 'popularity': 0.9319}]","[{'id': 231202, 'popularity': 0.1229}]","[18165, 155582, 240422, 275041]","[35, 16, 12, 10751, 14]",PG,2019-03-13,0
tt6495056,2023,83.0,72000000.0,"[33, 6704]",en,['US'],"[{'id': 466505, 'popularity': 3.4054}, {'id': 9281, 'popularity': 4.4296}, {'id': 1736671, 'popularity': 0.1973}]","[{'id': 1092607, 'popularity': 0.419}]","[1339, 3289, 1729, 8044, 11477, 18035, 18165, 18293, 218182, 277462]","[10751, 35, 12, 16]",PG,2023-12-06,1
tt4139124,2016,100.0,15000000.0,"[12, 88934, 106497, 41624]",en,['US'],"[{'id': 291263, 'popularity': 2.2542}, {'id': 298410, 'popularity': 2.8144}, {'id': 6384, 'popularity': 8.8351}]","[{'id': 136153, 'popularity': 0.2744}]","[2708, 3149, 3688, 156143, 167541, 179430, 179431, 208009, 227198, 227201]","[28, 35, 80]",R,2016-04-29,0
tt19637052,2024,104.0,10000000.0,"[6705, 129195, 41077, 173376]",en,['US'],"[{'id': 37917, 'popularity': 3.9955}, {'id': 2252989, 'popularity': 4.6615}, {'id': 228, 'popularity': 5.2255}]","[{'id': 2219327, 'popularity': 0.1346}]","[1849, 1936, 1812, 1508, 1664, 3183, 2355, 6782, 8696, 10155, 9826, 11719, 11322, 14570, 14707, 33421, 33610, 158718, 161194, 163412, 187056, 191005, 205276, 207268, 207888, 208156, 208289, 212643, 226429, 240303, 264386, 283085, 325773, 325785, 325812, 325813]","[80, 10749, 53]",R,2024-03-07,0
tt28443655,2025,107.0,15000000.0,"[41077, 123620, 89386, 114130, 255801]",en,['US'],"[{'id': 22226, 'popularity': 5.0036}, {'id': 974169, 'popularity': 9.1391}, {'id': 93491, 'popularity': 3.2217}]","[{'id': 1292106, 'popularity': 0.224}]","[10123, 5457, 163227, 177895, 209568, 221204, 302130, 310396, 333529, 369092, 373636, 373637, 373638, 373639, 373640]","[27, 14, 35]",R,2025-03-17,0
tt15789038,2023,101.0,200000000.0,[3],en,['US'],"[{'id': 1087262, 'popularity': 0.8736}, {'id': 1639848, 'popularity': 1.0301}, {'id': 1236458, 'popularity': 0.2395}]","[{'id': 21198, 'popularity': 0.6907}]","[657, 4627, 10159, 179431, 268053, 271672, 282997, 288816, 324429, 324713, 325824]","[16, 35, 10751, 14, 10749]",PG,2023-06-14,0
tt14402146,2022,115.0,13500000.0,"[127929, 1522, 22213]",en,['US'],"[{'id': 39187, 'popularity': 2.3288}, {'id': 2380397, 'popularity': 0.6555}, {'id': 13014, 'popularity': 2.8488}]","[{'id': 39, 'popularity': 1.254}]","[392, 9673, 10131, 12425, 41329, 161849, 187224, 208289, 236378, 241927, 274951]","[18, 10749]",R,2022-12-09,0
tt5270948,2017,106.0,34000000.0,"[85100, 10289, 2801, 235077]",en,['US'],"[{'id': 76512, 'popularity': 2.1564}, {'id': 51072, 'popularity': 4.2329}, {'id': 27105, 'popularity': 2.3039}]","[{'id': 96166, 'popularity': 0.5252}]","[6078, 1700, 2944, 3407, 3450, 3692, 9665, 13063, 165042, 190531, 199524, 200918, 205276, 208992, 211659, 215664, 232076, 249136, 251667, 266753, 315323, 316241, 316832, 323809, 325780, 325788, 325789, 325790, 325792, 325794, 325798, 325800, 325801, 325808, 325828, 325836, 325841]","[36, 18, 53]",PG-13,2018-04-06,0
tt0983946,2020,109.0,7000000.0,"[3172, 5, 172892]",en,['US'],"[{'id': 454, 'popularity': 4.2492}, {'id': 21045, 'popularity': 2.7919}, {'id': 205307, 'popularity': 2.6129}]","[{'id': 55075, 'popularity': 0.4328}]","[1964, 6152, 11168, 156630, 170351, 177895, 179468, 235530, 243959, 256183, 256669, 269769, 305619]","[12, 14, 27, 9648]",PG-13,2020-02-12,1
tt30321146,2024,94.0,600000.0,"[59558, 224036, 142877]",en,['CA'],"[{'id': 435044, 'popularity': 0.2852}, {'id': 2853231, 'popularity': 0.1807}, {'id': 4486605, 'popularity': 0.0648}]","[{'id': 1024298, 'popularity': 0.1579}]","[10123, 10292, 10327, 6506, 9632, 9826, 10714, 12339, 14882, 14901, 183240, 228988, 271944, 281237, 309386, 325844]","[18, 27, 53]",NR,2024-05-31,1
tt3447590,2022,117.0,25000000.0,"[10163, 214904]",en,['GB'],"[{'id': 2442117, 'popularity': 1.4099}, {'id': 7056, 'popularity': 5.7846}, {'id': 1360281, 'popularity': 1.4823}]","[{'id': 111807, 'popularity': 0.1359}]","[516, 417, 295, 2343, 291, 4344, 5561, 10181, 5086, 9714, 15025, 15101, 18020, 154884, 162936, 195323, 208774, 225466, 229809, 235333, 262278, 333529]","[10751, 35, 14]",PG,2022-11-25,0
tt12718300,2022,98.0,20000000.0,[14],en,['US'],"[{'id': 65717, 'popularity': 4.2712}, {'id': 1078608, 'popularity': 1.1165}, {'id': 6677, 'popularity': 2.7389}]","[{'id': 54733, 'popularity': 0.4438}]","[818, 156031, 159534, 161184, 256330, 259376, 276775, 290395, 315310, 319397, 325809, 325846, 325856, 325857]","[35, 9648, 80]",R,2022-09-16,0
tt1563742,2018,112.0,12000000.0,"[21, 58399, 105116]",en,['US'],"[{'id': 1772, 'popularity': 3.8045}, {'id': 239574, 'popularity': 1.2231}, {'id': 52605, 'popularity': 3.1015}]","[{'id': 197803, 'popularity': 0.5225}]","[1453, 9714, 9748, 10910, 34143]","[10749, 35]",PG-13,2018-04-13,1
tt2649554,2016,112.0,18000000.0,"[19246, 50914, 174, 41624, 7493]",en,['US'],"[{'id': 335, 'popularity': 2.8728}, {'id': 1274508, 'popularity': 2.3257}, {'id': 33192, 'popularity': 2.1737}]","[{'id': 71872, 'popularity': 0.5584}]","[720, 6086, 3713, 970, 1420, 1562, 1812, 1556, 2669, 2752, 5404, 10562, 10950, 162365, 162766, 170865, 226471]","[12, 18, 878]",PG-13,2016-02-18,0
tt9779516,2020,116.0,12000000.0,"[100855, 1632, 144002]",en,['US'],"[{'id': 1680339, 'popularity': 1.1827}, {'id': 52018, 'popularity': 2.9004}, {'id': 1067459, 'popularity': 0.524}]","[{'id': 909318, 'popularity': 0.2796}, {'id': 844266, 'popularity': 0.4626}]","[5565, 9840, 253695]","[10402, 18, 10749]",PG,2020-03-12,0
tt5052474,2018,122.0,35000000.0,"[3528, 33681, 5, 1632, 41921]",en,['US'],"[{'id': 1121, 'popularity': 2.7541}, {'id': 16851, 'popularity': 4.0081}, {'id': 1428070, 'popularity': 4.4507}]","[{'id': 932533, 'popularity': 0.4901}]","[10084, 591, 417, 5616, 9663, 10950, 14601, 14707, 175056, 188953, 207268, 213914, 217064, 369598, 373668]","[28, 80, 53]",R,2018-06-27,0
tt10919380,2020,102.0,6000000.0,"[33, 3172, 89115]",en,['US'],"[{'id': 221192, 'popularity': 2.9573}, {'id': 4937, 'popularity': 2.4613}, {'id': 1972881, 'popularity': 1.1837}]","[{'id': 54248, 'popularity': 0.8812}]","[6270, 10292, 9826, 10714, 12339, 12394, 33721, 33910, 168468, 255299]","[27, 35]",R,2020-11-12,1
tt8722346,2019,132.0,20000000.0,"[101758, 106836, 111073, 53152, 106839, 13240]",en,['US'],"[{'id': 206919, 'popularity': 2.8738}, {'id': 1695989, 'popularity': 2.2803}, {'id': 71913, 'popularity': 2.3592}]","[{'id': 1609935, 'popularity': 0.2381}]","[10562, 11550, 11522, 173579, 184783, 187056, 240165]","[80, 18, 10749]",R,2019-11-27,0
tt27050277,2024,101.0,5400000.0,"[7345, 12406, 108769, 104, 201633, 67412, 33, 12407, 265749]",es,['ES'],"[{'id': 1162998, 'popularity': 1.4019}, {'id': 1757167, 'popularity': 1.6794}, {'id': 16867, 'popularity': 0.7423}]","[{'id': 212687, 'popularity': 0.3184}]",[10123],"[53, 80]",R,2024-01-19,0
tt4520988,2019,103.0,150000000.0,[6125],en,['US'],"[{'id': 19394, 'popularity': 1.6586}, {'id': 40462, 'popularity': 3.4304}, {'id': 54415, 'popularity': 1.9132}]","[{'id': 1120694, 'popularity': 1.3466}, {'id': 15774, 'popularity': 0.4498}]","[7376, 2343, 4152, 1442, 2011, 3098, 4344, 9663, 9862, 13153, 179430, 181128, 209386, 210434, 240315, 325786]","[10751, 16, 12, 35, 14]",PG,2019-11-20,1
tt2494362,2015,132.0,1800000.0,"[11049, 36109, 116266, 147956, 88455, 89741, 43808]",en,"['US', 'GB']","[{'id': 6856, 'popularity': 4.3482}, {'id': 17178, 'popularity': 3.1376}, {'id': 28633, 'popularity': 2.4355}]","[{'id': 1018106, 'popularity': 0.5202}]","[10084, 798, 1563, 502, 351, 11436, 3593, 10292, 10148, 10322, 9897, 9826, 11181, 13017, 14808, 14895, 15381, 33424, 160799, 168713, 185441, 192865, 220704, 279115, 325797, 325846, 332598]","[37, 27, 18]",NR,2015-10-23,0
tt5883570,2017,120.0,15000000.0,[144823],en,['US'],"[{'id': 82626, 'popularity': 0.9137}, {'id': 66526, 'popularity': 0.7544}, {'id': 1291580, 'popularity': 0.0672}]","[{'id': 66823, 'popularity': 0.5684}]","[897, 898, 977, 3616, 158763, 259359]","[18, 35, 10402]",R,2018-11-02,0
tt27543632,2025,131.0,35000000.0,"[1632, 221429, 198785, 284257]",en,['US'],"[{'id': 115440, 'popularity': 18.6647}, {'id': 71070, 'popularity': 6.0488}, {'id': 1855143, 'popularity': 2.8555}]","[{'id': 116805, 'popularity': 1.3196}]","[818, 2887, 12565, 17997, 155267, 155619, 191009, 193294, 197582, 286957, 295809, 314730, 316332, 319190, 372319, 372320]","[9648, 53]",R,2025-12-18,1
tt3566834,2025,101.0,150000000.0,"[174, 923, 110691, 829, 159602, 216687]",en,['US'],"[{'id': 117642, 'popularity': 7.0932}, {'id': 70851, 'popularity': 5.5482}, {'id': 2680307, 'popularity': 1.3904}]","[{'id': 53925, 'popularity': 1.1248}]","[6054, 9887, 4759, 7939, 4781, 9713, 10349, 12377, 41645, 179430, 179431, 189092, 209220, 259376, 267770, 275041, 285485, 293198, 325813, 333983]","[10751, 14, 35, 12]",PG,2025-03-31,1
tt29929565,2025,104.0,10000000.0,"[41077, 106839, 79426]",en,['US'],"[{'id': 2195140, 'popularity': 1.5777}, {'id': 6949, 'popularity': 3.4941}, {'id': 3196, 'popularity': 2.9371}]","[{'id': 2488639, 'popularity': 0.2033}]","[3490, 6158, 12565, 199783, 281776]","[27, 9648, 53]",R,2025-03-13,0
tt11210390,2023,112.0,72000000.0,"[20409, 83068, 7981, 120768, 11773, 175064, 356]",fr,['FR'],"[{'id': 19866, 'popularity': 1.5057}, {'id': 54291, 'popularity': 1.0595}, {'id': 1925, 'popularity': 2.9947}]","[{'id': 19866, 'popularity': 1.5057}]","[478, 167541, 187305, 258962, 320420]","[10751, 35, 12, 14]",PG,2023-02-01,0
tt10651230,2023,114.0,7475000.0,"[6550, 171692, 51044, 250, 53527, 125737, 209539]",pl,['PL'],"[{'id': 2745254, 'popularity': 0.302}, {'id': 1702761, 'popularity': 0.1938}, {'id': 66459, 'popularity': 0.2834}]","[{'id': 1466181, 'popularity': 0.4483}, {'id': 1003237, 'popularity': 0.5669}]","[596, 818, 4402, 11534, 21747, 154909, 161919, 192772, 207928, 272737, 281588, 293805, 311422, 351922]","[16, 36, 18]",R,2023-10-13,0
tt6343314,2018,130.0,50000000.0,"[21, 12, 8880]",en,['US'],"[{'id': 135651, 'popularity': 4.9379}, {'id': 16483, 'popularity': 8.0732}, {'id': 62561, 'popularity': 2.8742}]","[{'id': 1551545, 'popularity': 0.498}]","[6075, 9823, 9663, 12670, 200918, 209476, 210434, 225219, 232358, 239850, 272265, 325765, 325766, 325768, 325775, 325784, 325786, 325811, 325817, 325853]","[18, 28]",PG-13,2018-11-21,1
tt15428134,2023,160.0,14500000.0,"[2343, 44163, 115477]",hi,['IN'],"[{'id': 35742, 'popularity': 3.5283}, {'id': 550167, 'popularity': 0.93}, {'id': 1715408, 'popularity': 0.2916}]","[{'id': 85675, 'popularity': 0.4407}]","[2803, 325763]","[12, 35, 18]",,2023-12-21,0
tt2567026,2016,113.0,170000000.0,"[37455, 2, 16314, 598, 8601]",en,"['GB', 'US']","[{'id': 76070, 'popularity': 2.275}, {'id': 85, 'popularity': 6.3596}, {'id': 1813, 'popularity': 13.0444}]","[{'id': 26205, 'popularity': 0.4333}]","[818, 1507, 2011, 4379, 3667, 9663, 15101, 177895, 179430, 179431, 202798, 203699, 228876, 245230, 286957, 325792, 325794, 325797, 325798, 325799, 330923, 366118]","[12, 10751, 14]",PG,2016-05-25,0
tt4906960,2017,136.0,12300000.0,"[86592, 3522]",hi,['IN'],"[{'id': 42803, 'popularity': 2.291}, {'id': 237040, 'popularity': 0.8813}, {'id': 85969, 'popularity': 1.0732}]","[{'id': 635017, 'popularity': 0.1601}]","[1228, 10051, 159660, 191819, 239118, 239119, 239663]","[28, 53]",,2017-09-01,0
tt3859304,2015,100.0,3500000.0,"[1974, 11341]",en,['US'],"[{'id': 1221716, 'popularity': 1.654}, {'id': 21163, 'popularity': 4.013}, {'id': 111678, 'popularity': 1.0991}]","[{'id': 1063377, 'popularity': 0.1321}]","[1415, 650, 2494, 175821, 208820, 227703]","[18, 35]",R,2016-01-22,0
tt4940370,2016,108.0,10000000.0,"[28005, 28004, 2801, 50804, 74741, 2802]",sv,['SE'],"[{'id': 74699, 'popularity': 0.5455}, {'id': 282449, 'popularity': 0.1712}, {'id': 1314260, 'popularity': 0.162}]","[{'id': 88792, 'popularity': 0.2772}, {'id': 74730, 'popularity': 0.4306}]","[2106, 10123, 9663, 9856, 10938]","[12, 35]",,2016-12-25,0
tt3564472,2017,122.0,19000000.0,"[49968, 33, 214539]",en,['US'],"[{'id': 35705, 'popularity': 4.2466}, {'id': 15758, 'popularity': 2.6142}, {'id': 9575, 'popularity': 2.0281}]","[{'id': 72024, 'popularity': 0.9513}]","[6029, 5248, 11528, 160213, 161298, 221023, 286407, 293203]","[35, 10749, 12]",R,2017-07-21,1
tt3850590,2015,98.0,15000000.0,"[33, 923, 215994]",en,['US'],"[{'id': 36801, 'popularity': 2.283}, {'id': 3051, 'popularity': 2.504}, {'id': 28638, 'popularity': 1.1952}]","[{'id': 11012, 'popularity': 0.5521}]","[1442, 65, 1991, 3373, 9856, 11183, 10794, 13031, 14755, 14796, 15001, 156783, 185343, 207317, 215571, 279636, 323756, 325763]","[27, 35, 14]",PG-13,2015-11-26,1
tt3513500,2022,97.0,70000000.0,"[2, 10227]",en,['US'],"[{'id': 62861, 'popularity': 3.0582}, {'id': 933558, 'popularity': 1.4824}, {'id': 1884703, 'popularity': 0.7471}]","[{'id': 62854, 'popularity': 0.883}]","[6513, 12670, 41368, 156091, 179431, 209220, 244976, 267608]","[16, 10751, 35, 12, 9648]",PG,2022-05-20,0
tt4667094,2016,92.0,20000000.0,"[126633, 7437, 10427]",en,['US'],"[{'id': 9562, 'popularity': 3.2464}, {'id': 89462, 'popularity': 0.4064}, {'id': 20753, 'popularity': 1.8831}]","[{'id': 1110102, 'popularity': 0.3545}]","[9755, 11931, 33626, 325783]","[10749, 35]",R,2016-01-28,0
tt12801262,2021,95.0,200000000.0,[3],en,['US'],"[{'id': 1277188, 'popularity': 2.2352}, {'id': 1774679, 'popularity': 1.1259}, {'id': 2990400, 'popularity': 0.4549}]","[{'id': 930567, 'popularity': 0.2437}]","[6054, 1299, 131, 3289, 10683, 9713, 12648, 33696, 155480, 179430, 187224, 208611, 235070, 271672, 279550, 287662, 325761]","[16, 35, 18, 10751, 14]",PG,2021-06-17,0
tt23875550,2024,135.0,11760000.0,"[171418, 101950]",kn,['IN'],"[{'id': 1054336, 'popularity': 0.4839}, {'id': 2556830, 'popularity': 0.163}, {'id': 1264023, 'popularity': 0.1622}]","[{'id': 1054336, 'popularity': 0.4839}]",[],"[53, 14]",,2024-12-20,0
tt4573516,2016,89.0,250000.0,"[57537, 73625, 10339]",en,['US'],"[{'id': 512316, 'popularity': 0.8674}, {'id': 559643, 'popularity': 0.9566}, {'id': 1344344, 'popularity': 1.7735}]","[{'id': 1485406, 'popularity': 0.2045}]","[2231, 456, 2343, 1930, 5923, 12670, 14809, 34079]","[18, 53, 28, 878]",R,2017-04-28,1
tt5824826,2016,125.0,200000.0,"[75835, 75836]",te,['IN'],"[{'id': 1608576, 'popularity': 0.3756}, {'id': 1508809, 'popularity': 0.9349}, {'id': 1751708, 'popularity': 0.3735}]","[{'id': 1673599, 'popularity': 0.3821}]","[2692, 6038, 9673, 184783]","[10749, 35]",,2016-07-29,1
tt26743210,2025,125.0,150000000.0,"[521, 2527]",en,['US'],"[{'id': 2803710, 'popularity': 2.8042}, {'id': 2064124, 'popularity': 1.8555}, {'id': 17276, 'popularity': 4.5434}]","[{'id': 69797, 'popularity': 0.6451}]","[334, 5895, 9714, 12554, 14643, 192913, 245230, 315310]","[14, 10751, 28, 12]",PG,2025-06-06,1
tt5286444,2016,122.0,2900000.0,"[12154, 71966]",hi,['IN'],"[{'id': 85040, 'popularity': 0.3201}, {'id': 85672, 'popularity': 0.7292}, {'id': 95511, 'popularity': 0.2611}]","[{'id': 1413077, 'popularity': 0.3713}]","[4245, 5565, 9672, 10184, 13015, 15249, 156525, 185266]","[18, 53]",,2016-02-19,1
tt4682788,2017,123.0,4667008.0,"[97390, 97391, 1020, 112061]",es,['ES'],"[{'id': 3810, 'popularity': 5.1767}, {'id': 955, 'popularity': 4.9401}, {'id': 133, 'popularity': 2.6135}]","[{'id': 15602, 'popularity': 0.2158}]","[736, 818, 2150, 5565, 9672, 8996, 10175, 18026, 208289]","[80, 18]",R,2017-12-14,1
tt5638642,2017,94.0,1000000.0,"[8147, 85284, 24049]",en,['GB'],"[{'id': 28847, 'popularity': 1.7123}, {'id': 814200, 'popularity': 0.6936}, {'id': 224193, 'popularity': 1.5146}]","[{'id': 141962, 'popularity': 0.6327}]","[642, 1299, 818, 3030, 1192, 5827, 5475, 5774, 9713, 9872, 9826, 3623, 33720, 50009, 155071, 179101, 189931, 209568, 223620, 325765]","[27, 9648]",R,2017-10-11,0
tt1966359,2017,113.0,25000000.0,"[1088, 2364, 174]",en,['US'],"[{'id': 887, 'popularity': 4.4777}, {'id': 27105, 'popularity': 2.3039}, {'id': 18999, 'popularity': 7.2619}]","[{'id': 5387, 'popularity': 0.25}]","[1196, 242, 11546, 15016, 171068, 184430, 223232, 232225, 240119, 240237, 243959, 295809, 325652, 325653, 325654]",[35],R,2017-12-21,0
tt32106176,2025,161.0,7001179.0,[253797],hi,['IN'],"[{'id': 1533117, 'popularity': 0.3502}, {'id': 85730, 'popularity': 0.9374}, {'id': 85668, 'popularity': 0.4688}]","[{'id': 2051707, 'popularity': 0.0143}]","[1701, 14636]","[28, 18, 36]",,2025-05-23,0
tt6359956,2017,104.0,28000000.0,"[47729, 3929, 91921, 3393, 33]",en,['US'],"[{'id': 18973, 'popularity': 5.5789}, {'id': 40462, 'popularity': 3.4304}, {'id': 17696, 'popularity': 2.3865}]","[{'id': 52115, 'popularity': 0.5588}, {'id': 52114, 'popularity': 0.5071}]","[65, 207317]",[35],R,2017-08-04,1
tt5310090,2016,109.0,300000.0,"[44163, 2320, 11835, 14294]",ta,['IN'],"[{'id': 85519, 'popularity': 1.2086}, {'id': 1504436, 'popularity': 0.1954}, {'id': 1144345, 'popularity': 0.1933}]","[{'id': 1504437, 'popularity': 0.2004}]","[417, 6075, 187056, 198585]",[18],,2016-01-28,1
tt4383594,2016,87.0,30000000.0,"[55244, 6896]",en,['FR'],"[{'id': 1979, 'popularity': 2.6567}, {'id': 9278, 'popularity': 3.3444}, {'id': 1223726, 'popularity': 2.0571}]","[{'id': 5174, 'popularity': 0.9263}]","[977, 4375, 41538, 208152, 214538, 229871]","[14, 35, 10751]",PG,2016-08-03,0
